user_registration_id,payment_detail_id,plan_id,start_date,end_date,payment_method_code,payment_method_value,payment_method_expiry,payment_frequency_code,cost_amount,english_description,french_description
153,153,2,2024-10-24T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,213117434161126,06/25,ANNUALLY,9.99,Annually,Annuel
154,154,3,2024-12-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,dcordova@example.com,02/27,ONETIME,14.99,Onetime,Une fois
155,155,1,2024-12-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,01/27,MONTHLY,1.99,Monthly,Mensuel
156,156,1,2024-09-14T00:00:00.000-06:00,2024-09-26T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,12/26,MONTHLY,1.99,Monthly,Mensuel
157,157,2,2024-07-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,05/25,ANNUALLY,9.99,Annually,Annuel
158,158,3,2024-10-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,ldeleon@example.com,07/26,ONETIME,14.99,Onetime,Une fois
159,159,1,2024-06-12T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,03/26,MONTHLY,1.99,Monthly,Mensuel
160,160,3,2024-02-21T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,12/26,ONETIME,14.99,Onetime,Une fois
161,161,1,2024-07-01T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,2238142979970316,09/26,MONTHLY,1.99,Monthly,Mensuel
162,162,1,2024-04-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,01/27,MONTHLY,1.99,Monthly,Mensuel
163,163,2,2024-03-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,ccross@example.org,09/26,ANNUALLY,9.99,Annually,Annuel
164,164,3,2024-06-13T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,08/26,ONETIME,14.99,Onetime,Une fois
165,165,1,2024-02-25T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,01/25,MONTHLY,1.99,Monthly,Mensuel
166,166,2,2024-01-27T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,10/25,ANNUALLY,9.99,Annually,Annuel
167,167,2,2024-11-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,03/25,ANNUALLY,9.99,Annually,Annuel
168,168,1,2024-07-14T00:00:00.000-06:00,2024-10-14T00:00:00.000-06:00,PAYPAL,jhinton@example.org,05/26,MONTHLY,1.99,Monthly,Mensuel
169,169,1,2024-04-23T00:00:00.000-06:00,2024-07-20T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,03/26,MONTHLY,1.99,Monthly,Mensuel
170,170,2,2024-10-23T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,6011583145117296,04/26,ANNUALLY,9.99,Annually,Annuel
171,171,3,2024-09-18T00:00:00.000-06:00,2024-11-24T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,08/25,ONETIME,14.99,Onetime,Une fois
172,172,1,2024-12-27T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,01/27,MONTHLY,1.99,Monthly,Mensuel
173,173,1,2024-02-04T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,04/25,MONTHLY,1.99,Monthly,Mensuel
174,174,2,2024-12-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,rshields@example.net,10/25,ANNUALLY,9.99,Annually,Annuel
175,175,3,2024-07-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,09/26,ONETIME,14.99,Onetime,Une fois
176,176,2,2024-01-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,4350407368235983116,10/25,ANNUALLY,9.99,Annually,Annuel
177,177,2,2024-03-23T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,01/25,ANNUALLY,9.99,Annually,Annuel
178,178,2,2024-02-18T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,05/26,ANNUALLY,9.99,Annually,Annuel
179,179,2,2024-07-19T00:00:00.000-06:00,2024-07-29T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,07/26,ANNUALLY,9.99,Annually,Annuel
180,180,2,2024-05-29T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,07/26,ANNUALLY,9.99,Annually,Annuel
181,181,3,2024-10-28T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,10/26,ONETIME,14.99,Onetime,Une fois
182,182,2,2024-08-18T00:00:00.000-06:00,2024-12-14T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,02/25,ANNUALLY,9.99,Annually,Annuel
183,183,3,2024-06-11T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,11/26,ONETIME,14.99,Onetime,Une fois
184,184,3,2024-06-08T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,07/25,ONETIME,14.99,Onetime,Une fois
185,185,1,2024-12-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,khuff@example.net,09/26,MONTHLY,1.99,Monthly,Mensuel
186,186,1,2024-08-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,10/26,MONTHLY,1.99,Monthly,Mensuel
187,187,1,2024-12-03T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,05/26,MONTHLY,1.99,Monthly,Mensuel
188,188,1,2024-02-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,jobrien@example.com,06/25,MONTHLY,1.99,Monthly,Mensuel
189,189,3,2024-05-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,07/25,ONETIME,14.99,Onetime,Une fois
190,190,1,2024-08-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,11/26,MONTHLY,1.99,Monthly,Mensuel
191,191,3,2024-10-07T00:00:00.000-06:00,2024-11-29T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,03/25,ONETIME,14.99,Onetime,Une fois
192,192,2,2024-11-12T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,213141601439834,06/25,ANNUALLY,9.99,Annually,Annuel
193,193,2,2024-12-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,03/25,ANNUALLY,9.99,Annually,Annuel
194,194,1,2024-09-13T00:00:00.000-06:00,2024-09-29T00:00:00.000-06:00,PAYPAL,rcummings@example.com,10/25,MONTHLY,1.99,Monthly,Mensuel
195,195,1,2024-06-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,04/25,MONTHLY,1.99,Monthly,Mensuel
196,196,2,2024-02-18T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,05/25,ANNUALLY,9.99,Annually,Annuel
197,197,3,2024-10-08T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,07/26,ONETIME,14.99,Onetime,Une fois
198,198,3,2024-02-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,cwu@example.com,04/25,ONETIME,14.99,Onetime,Une fois
199,199,1,2024-05-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,02/27,MONTHLY,1.99,Monthly,Mensuel
4,200,3,2024-11-24T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,droberson@example.com,05/25,ONETIME,14.99,Onetime,Une fois
9,201,3,2024-12-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,01/25,ONETIME,14.99,Onetime,Une fois
31,202,3,2024-12-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,zroberts@example.net,07/25,ONETIME,14.99,Onetime,Une fois
69,203,3,2024-07-03T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,04/26,ONETIME,14.99,Onetime,Une fois
71,204,3,2024-12-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,11/26,ONETIME,14.99,Onetime,Une fois
85,205,3,2024-09-09T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,04/25,ONETIME,14.99,Onetime,Une fois
87,206,3,2024-10-25T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,4199588221442038,10/26,ONETIME,14.99,Onetime,Une fois
101,207,3,2024-10-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,CREDIT_CARD,342527818023086,02/26,ONETIME,14.99,Onetime,Une fois
109,208,3,2024-09-17T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,jmaynard@example.net,03/26,ONETIME,14.99,Onetime,Une fois
146,209,3,2024-11-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,gpatterson@example.org,11/25,ONETIME,14.99,Onetime,Une fois
149,210,3,2024-12-26T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,mhammond@example.net,10/26,ONETIME,14.99,Onetime,Une fois
150,211,3,2024-07-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,ApplePay,08/26,ONETIME,14.99,Onetime,Une fois
156,212,3,2024-09-26T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,02/27,ONETIME,14.99,Onetime,Une fois
169,213,3,2024-07-20T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,GooglePay,11/25,ONETIME,14.99,Onetime,Une fois
182,214,3,2024-12-14T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,MOBILE_PHONE_PLATFORM,SamsungPay,01/27,ONETIME,14.99,Onetime,Une fois
194,215,3,2024-09-29T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00,PAYPAL,rcummings@example.com,07/26,ONETIME,14.99,Onetime,Une fois
